"landmass","zone","area","population","language","religion","bars","stripes","colours","circles","crosses","saltires","quarters","sunstars","crescent","triangle","icon","animate","text","red","green","blue","yellow","white","black","orange"
4,2,118,6,2,6,0,3,3,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
5,1,333,13,2,3,0,14,4,0,0,0,1,1,2,1,1,1,1,1,0,1,1,1,0,0
6,1,0,0,2,2,0,0,3,0,0,0,0,1,1,1,2,1,1,0,0,1,0,1,0,0
4,2,2,1,1,5,0,4,4,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
4,2,783,12,2,6,0,5,5,0,0,0,0,1,1,2,2,1,1,1,1,0,1,1,1,0
5,1,140,16,2,5,0,0,3,0,0,0,0,2,2,1,1,1,1,0,0,1,0,1,0,1
1,4,0,0,7,2,0,1,3,0,0,0,0,6,1,1,1,1,1,1,0,1,0,1,0,0
4,1,925,56,2,3,3,0,2,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0
6,3,0,0,1,2,0,0,4,1,1,1,1,5,1,1,1,1,1,1,0,1,1,1,0,0
5,1,121,18,2,7,0,5,3,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0
2,3,407,3,3,1,0,3,6,1,0,0,0,1,1,1,2,2,2,1,1,1,1,1,1,0
3,1,313,36,6,7,0,2,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
1,4,9,3,3,1,0,5,3,0,0,0,0,1,1,2,1,1,1,1,0,1,0,1,0,0
3,1,237,22,7,7,3,0,7,0,0,0,0,2,1,1,2,2,2,1,1,1,1,1,0,1
5,1,2150,9,9,3,0,0,2,0,0,0,0,0,1,1,2,1,2,0,1,0,0,1,0,0
4,4,196,6,4,3,3,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
5,1,99,39,2,8,0,0,4,1,0,0,0,0,1,1,2,1,1,1,0,1,0,1,1,0
4,3,0,0,1,2,0,0,7,0,1,1,1,0,1,1,2,1,1,1,1,1,1,1,0,1
1,4,0,0,1,2,0,0,4,0,0,0,0,0,1,2,1,1,1,0,0,1,1,1,1,0
1,4,0,0,1,2,5,0,4,0,0,0,0,0,1,1,2,2,2,0,1,1,1,1,0,0
5,1,36,18,8,4,0,0,3,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
4,2,945,18,2,6,0,0,4,0,0,0,0,0,1,2,1,1,1,0,1,1,1,0,1,0
4,1,57,2,4,8,0,5,4,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
6,2,1,0,2,2,0,0,2,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0
4,1,236,13,2,6,0,6,5,1,0,0,0,0,1,1,1,2,1,1,0,0,1,1,1,0
1,4,0,0,1,2,0,0,6,0,0,0,0,0,1,1,2,2,2,1,1,1,1,1,0,0
1,4,9363,231,1,2,0,13,3,0,0,0,1,50,1,1,1,1,1,1,0,1,0,1,0,0
2,4,912,15,3,1,0,3,7,0,0,0,0,7,1,1,2,2,1,1,1,1,1,1,1,1
3,1,256,22,7,7,0,3,4,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
4,2,391,8,2,6,0,7,5,0,0,0,0,1,1,2,2,2,1,1,1,0,1,1,1,0
3,1,29,3,7,7,0,0,3,0,0,0,0,1,1,1,1,2,1,1,0,0,1,0,1,0
6,3,0,0,1,2,0,0,5,0,0,0,0,0,1,2,2,2,1,1,0,1,1,1,0,1
3,1,0,0,7,1,3,0,3,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0
2,3,2777,28,3,1,0,3,3,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0
3,1,84,8,5,1,0,3,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
1,4,19,0,1,2,0,3,3,0,0,0,0,0,1,2,1,1,1,0,0,1,1,0,1,0
5,1,1,0,9,3,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
1,4,0,0,1,2,0,0,6,1,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,0
5,1,47,1,2,4,0,0,4,4,0,0,0,0,1,1,1,2,1,1,0,0,0,1,1,1
2,3,1099,6,3,1,0,3,3,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
2,3,8512,119,7,1,0,0,4,1,0,0,0,22,1,1,1,1,2,0,1,1,1,1,0,0
3,1,111,9,6,7,0,3,5,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0
4,2,28,4,2,6,0,0,3,1,0,1,0,3,1,1,1,1,1,1,1,0,0,1,0,0
4,1,623,2,2,6,1,0,5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
2,4,1139,28,3,1,0,3,3,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0
3,1,43,5,7,2,0,0,2,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
1,4,0,0,1,2,0,0,6,1,0,0,0,10,1,1,1,2,1,1,1,1,1,1,1,0
2,3,284,8,3,1,0,3,3,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0
4,1,28,0,2,6,0,3,4,0,0,0,0,0,1,2,1,1,1,1,1,1,0,1,0,0
6,2,18,1,1,2,0,0,7,0,2,1,1,0,1,1,2,2,1,1,1,1,1,1,0,1
3,1,547,54,4,1,3,0,3,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
4,2,268,1,2,6,0,3,3,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0
3,1,108,17,5,7,0,3,3,0,0,0,0,0,1,1,2,1,1,1,0,0,1,0,1,0
1,4,109,8,3,1,3,0,2,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0
4,4,246,6,4,3,3,0,3,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
4,4,36,1,7,6,1,2,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0
5,1,3268,684,7,5,0,3,4,1,0,0,0,0,1,1,2,1,1,0,1,1,0,1,0,1
6,2,1904,157,2,3,0,2,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
5,1,1648,39,7,3,0,3,3,0,0,0,0,0,1,1,2,1,2,1,1,0,0,1,0,0
5,1,435,14,9,3,0,3,4,0,0,0,0,3,1,1,1,1,1,1,1,0,0,1,1,0
5,1,21,4,2,8,0,2,2,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0
4,1,583,17,2,6,0,5,4,1,0,0,0,0,1,1,2,1,1,1,1,0,0,1,1,0
4,2,30,1,2,6,2,0,4,0,0,0,0,0,1,1,2,1,1,1,1,1,0,1,0,0
3,1,0,0,5,1,0,2,3,0,0,0,0,0,1,1,2,1,1,1,0,1,1,0,0,0
3,1,3,0,5,1,0,3,3,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
5,1,0,0,2,3,0,0,3,0,0,0,0,0,2,1,1,1,1,1,1,0,0,1,0,0
3,1,0,0,2,1,2,0,3,0,1,0,0,0,1,1,2,1,1,1,0,0,0,1,1,0
4,4,1031,2,9,3,0,0,2,0,0,0,0,1,2,1,1,1,1,0,1,0,1,0,0,0
1,4,1973,77,3,1,3,0,4,0,0,0,0,0,1,1,1,2,1,1,1,0,0,1,0,1
3,1,0,0,4,1,0,2,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
6,2,0,0,2,2,0,3,3,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0
3,1,41,14,7,2,0,3,3,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
1,4,128,3,3,1,0,3,2,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0
4,1,1267,5,4,3,0,3,3,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1
5,1,195,9,9,3,0,3,4,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0
5,1,212,1,9,3,0,2,3,0,0,0,0,0,1,1,2,1,1,1,1,0,0,1,0,0
2,4,76,2,3,1,0,0,3,0,0,0,4,2,1,1,1,1,1,1,0,1,0,1,0,0
3,4,92,10,7,1,0,0,5,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0
4,2,26,5,2,6,3,0,4,0,0,0,0,0,1,1,1,1,2,1,1,0,1,0,1,0
4,2,0,0,1,2,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0
5,1,1,3,8,4,0,2,2,0,0,0,0,5,2,1,1,1,1,1,0,0,0,1,0,0
4,1,637,5,2,3,0,0,2,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0
4,2,1221,29,7,2,0,3,5,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1
5,1,288,2,9,3,0,3,4,0,0,0,0,1,1,2,1,1,1,1,0,1,0,1,1,0
3,4,505,38,3,1,0,3,2,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
4,1,2506,20,9,3,0,3,4,0,0,0,0,0,1,2,1,1,1,1,1,0,0,1,1,0
4,2,17,1,2,2,0,5,7,0,0,0,0,0,1,1,2,1,1,1,0,1,1,1,1,1
3,1,450,8,7,2,0,0,2,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
2,4,5,1,1,2,0,0,3,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
4,1,164,7,9,3,0,0,2,1,0,0,0,1,2,1,1,1,1,1,0,0,0,1,0,0
3,4,245,56,1,2,0,0,3,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0
2,3,178,3,3,1,0,9,3,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0
6,2,15,0,7,2,0,0,4,0,0,0,0,0,1,2,1,2,1,1,1,0,1,0,1,0
5,1,333,60,2,7,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0
4,2,905,28,2,6,0,0,4,1,0,0,0,0,1,1,2,2,1,1,1,0,1,0,0,1
