"landmass","zone","area","population","language","religion","bars","stripes","colours","circles","crosses","saltires","quarters","sunstars","crescent","triangle","icon","animate","text","red","green","blue","yellow","white","black","orange"
1,4,1973,77,3,1,3,0,4,0,0,0,0,0,1,1,1,2,1,1,1,0,0,1,0,1
5,1,1,3,8,4,0,2,2,0,0,0,0,5,2,1,1,1,1,1,0,0,0,1,0,0
4,1,583,17,2,6,0,5,4,1,0,0,0,0,1,1,2,1,1,1,1,0,0,1,1,0
4,4,36,1,7,6,1,2,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0
4,2,118,6,2,6,0,3,3,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
1,4,109,8,3,1,3,0,2,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0
2,3,757,11,3,1,0,2,3,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
3,4,0,0,1,2,0,1,3,0,0,0,0,0,1,1,2,1,1,1,0,0,1,1,0,0
2,4,5,1,1,2,0,0,3,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
4,1,2388,20,9,3,2,0,3,0,0,0,0,1,2,1,1,1,1,1,1,0,0,1,0,0
4,2,945,18,2,6,0,0,4,0,0,0,0,0,1,2,1,1,1,0,1,1,1,0,1,0
4,1,164,7,9,3,0,0,2,1,0,0,0,1,2,1,1,1,1,1,0,0,0,1,0,0
1,4,0,0,1,2,0,1,3,0,0,0,0,0,1,1,1,2,1,0,0,1,0,1,0,1
1,4,0,0,1,2,0,0,6,0,1,1,1,0,1,1,2,2,2,1,1,1,1,1,0,1
3,4,103,0,7,2,0,0,3,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
6,3,0,0,1,2,0,0,4,1,1,1,1,5,1,1,1,1,1,1,0,1,1,1,0,0
6,2,463,3,1,6,0,0,4,0,0,0,0,5,1,2,1,2,1,1,0,0,1,1,1,0
4,4,447,20,9,3,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
5,1,99,39,2,8,0,0,4,1,0,0,0,0,1,1,2,1,1,1,0,1,0,1,1,0
3,1,301,57,7,1,3,0,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0
3,1,0,0,7,1,3,0,3,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0
1,4,49,6,3,1,0,0,3,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
6,2,15,0,7,2,0,0,4,0,0,0,0,0,1,2,1,2,1,1,1,0,1,0,1,0
4,1,2506,20,9,3,0,3,4,0,0,0,0,0,1,2,1,1,1,1,1,0,0,1,1,0
6,2,1,0,2,2,0,0,2,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0
4,1,28,0,2,6,0,3,4,0,0,0,0,0,1,2,1,1,1,1,1,1,0,1,0,0
4,1,474,8,4,2,3,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
4,4,4,0,7,1,1,2,5,0,0,0,0,1,1,1,1,2,1,1,1,0,1,0,1,1
1,4,112,4,3,1,0,3,2,0,0,0,0,5,1,1,1,1,1,0,0,1,0,1,0,0
